carrs_index,true_density,particle_size_d50,impeller_rpm,compression_force_kn,drying_temp_c,moisture_pct,binder_pct,sticking,capping,lamination,overdrying,crystallisation
21.35081696523116,0.9027154315633003,210.0141937398319,217.68307797645852,24.04495478444243,79.86778456969725,4.3942119058546085,6.384650039137197,0,1,0,0,0
23.789299382745313,0.8832877195073331,90.80712692577977,190.11015774510997,14.663512670575697,58.16792482232633,7.03880963998656,3.2890984009896127,1,1,0,0,0
26.011733982181656,1.3794710537029928,161.01698986045724,77.74736730337027,17.78188655501878,70.58971199659346,3.131243634495507,6.4552849262975736,0,1,0,0,0
14.003004884896201,1.2627095336051273,196.61425920593496,161.76388595160637,17.308137000029546,81.54926547651502,6.034762988150173,6.978867204243284,1,1,0,0,0
13.349651645181396,1.0193285332478448,173.1970900520358,165.08956780048157,19.43197573082828,45.11570934189105,7.862041726633661,6.039786152681715,0,1,0,0,0
12.091356806688005,0.8635354951911893,87.60494692308322,266.1409023806675,26.639428640613804,83.56402852320723,2.611358605237621,6.14679241265376,0,1,1,0,0
22.728604990872732,0.8685265996771445,121.07691373714789,186.66205504694713,29.518483589585735,108.68244857336062,2.049919653363152,2.8695480485999942,0,1,1,1,1
24.129514529738024,1.5153526997312947,206.75835689707944,145.10013724260241,15.189605214345423,53.307535484860935,4.6014967557956865,4.67186319371766,1,1,0,0,0
10.63172289651284,0.9534938597749943,160.84530282640333,294.2000821276648,25.687973052657576,95.48165814018682,2.555752898308203,1.8699075268205232,0,1,1,0,1
28.724244924873798,1.0586972496924167,51.045922708582545,77.68014833157892,24.11319486636794,103.55291556457335,6.490306098057388,2.0220486525191834,1,1,0,0,1
11.039425673029449,0.9813251217815905,202.19815200561877,155.63710707798617,19.33822378638933,106.05911149741546,7.487291983091353,6.993909366183098,0,0,0,0,1
20.82592670602141,1.08399704466555,57.062270988047814,60.50616879285133,28.90117859029833,107.2094923083813,4.604125836252553,3.29651587184251,0,1,0,0,1
24.18121038901833,0.8555390741968747,199.14675654624642,234.97603019173258,10.01186288821007,76.50217471050303,3.5522698529326457,5.615011516268655,0,1,0,0,0
27.41938247492171,1.2152478327266163,90.49611203304748,279.51913804978767,7.731605257740535,108.41155355940526,4.606419914039659,5.936657791647491,0,0,0,0,0
24.281738642648556,0.854090050873772,241.61469602387604,120.00933238762236,26.349049173885554,93.01171449941072,6.340686907100006,6.219127990539761,0,1,0,0,1
26.034561661395838,1.4402852062578893,123.5881502604169,264.58541919978023,15.978745415843708,51.31700053658733,2.054324969482226,6.986955635711861,0,1,0,0,0
16.78900385085612,0.9869696655283464,115.38632326761582,123.05455761547444,26.174221355176513,73.38300745275791,5.536723936908183,2.828230668912773,0,1,0,0,0
26.296502274930244,1.2320095316836086,79.77761006648893,277.69254041097884,27.327255129885373,90.28318227604028,5.679750109324274,1.7219295477283483,0,1,0,0,0
11.602296927693503,1.5040632700491667,111.12084309804297,238.49047589919599,6.561439840476786,57.31382210733584,5.826129481375613,3.7615533489702226,1,1,0,0,0
27.896333121210553,1.3207018952377554,225.33015236564012,251.22669421035965,27.086619074651516,84.84306284842211,3.4521324798852633,2.215443684059208,0,1,1,0,0
20.951847523074726,1.2263662292410684,249.26686752544947,54.501638900113626,16.207976384235554,86.66203353326335,6.28431634026876,1.6233423903913031,1,1,0,0,0
26.345955399249874,1.0594670024923005,123.66190610136967,290.7025892685065,17.760812225105806,51.38898206659961,2.5483489179906584,3.4823475492781735,0,1,0,0,0
19.046365690366002,1.0664015304465584,139.7221261909085,231.6677480175808,20.664812777330255,79.55597187169295,3.1956220188008047,5.810560380913801,0,1,0,0,0
