delta_volume,true_density,carrs_index,delta_rpm
218.5430534813131,0.8413453769348862,13.378701261443291,24.09977750011856
477.8214378844623,1.2250837052545185,15.571806780639172,43.364815562941
379.3972738151323,1.2325080972880853,13.540209685534936,36.767789095237475
319.3963178886665,1.3099439211985653,11.774050675141112,26.73752579916844
120.20838819909643,1.3808730669781293,12.412717422012015,5.6112746861400185
120.1975341512912,1.5806816635700278,19.215575360654515,9.757379584289822
76.13762547568976,1.2130402786409564,14.12667436811585,3.711929006849906
439.7792655987208,1.0583651783529968,17.28539722096151,42.10332043738977
320.50175528444396,1.436148955814963,20.068345417097138,26.7373024201656
368.63266000822045,1.0166658010096594,23.807896572587307,42.77924457769107
59.263022433111104,1.151177136564509,10.786242796821979,-0.055560702044575194
486.45943347289744,0.8627651050738128,25.988207978180853,59.79645443946315
424.59918836018977,0.820280594732366,22.558007789818156,44.731696778372225
145.55259980522428,1.5701187317423402,11.635180638977438,9.924338255683143
131.82123524319528,1.4687840964097647,27.471572482135546,14.714535542875364
132.53202943404523,1.3567793648749584,28.417448010636264,15.98714834648237
186.90900933179196,1.127162355531416,11.221559197097275,14.685894091732942
286.140394234507,0.9386354560566766,15.537552962944075,30.917462660946768
244.3752583889521,0.9251496341368689,26.124025595861227,31.322473622333703
181.05311308911885,1.0001943185316764,24.965193807673167,25.792180154401397
325.33380262507075,1.2393813317648965,13.690420387127546,29.734469772216165
112.77223729341883,1.3716767381600499,14.186986466734206,7.211199627712142
181.46509184084817,1.328157901374185,17.40944205582764,15.186110971080703
214.86282948216126,1.0239471175567543,19.690459703820427,23.93025614200316
255.23149289766616,1.5638922245305553,22.36509543060592,23.55459384848703
403.3291826268561,1.390317533356615,17.378272791395446,33.9179074727907
139.85320197126188,1.2434832420091206,19.25069432266296,10.992497610136795
281.4054972861252,1.289376596987482,24.94941876267513,31.629268134145732
316.5865559879191,1.135680049942232,10.733664057811957,28.73905790464699
70.90268572399897,0.998184791600926,15.048738886880415,7.268453843923633
323.39518335564725,1.0847781429210093,24.26699171769105,36.49254434548892
126.73585565928119,1.4062768883714953,27.904136753743987,15.445494693065514
79.27321684337578,0.8115147909038047,20.233548842313322,12.226399254029857
476.99849176399994,0.892858112405533,20.642269705306312,50.750077229382136
484.53441488355173,0.8368021136174022,12.143440226795521,49.87522674853947
413.7788066524075,0.8325830418551762,18.948247336469095,43.90426227598312
187.07619612801682,1.4843684672088058,20.652345329100463,17.037876182275188
93.95245130287273,1.3629262875040191,14.849410072694592,2.0596675081106577
357.9048619304706,1.1793390632698602,15.384864618987619,36.38916101795383
248.06862218282058,0.8782673285208012,17.545683262092453,28.985690871904758
104.91720568015047,1.1932927000934659,10.401423955554527,6.884979613298472
272.8296095500716,1.1787774166244527,16.441583311663564,28.323805579236538
65.47483450184828,0.9385614959280122,14.228960139930892,10.730174457939281
459.1941809354519,1.1470813193903786,16.54994704355829,47.45815591267606
166.4509917200076,1.1188037875178989,12.395242636385024,10.735326577315195
348.1350279592919,1.2926800784417734,27.8105456147979,35.64746072855546
190.26998424023492,1.3080749206941151,21.871849071080973,18.01638675584324
284.0306095300149,0.8362432078176356,23.582046382889793,35.21134775105642
296.01962570447586,1.0996900917011772,25.783424772146766,35.33271189704508
133.18450498648718,1.3006879325713891,19.968843978581145,11.243129670775689
486.31308249405134,1.2025090068640703,11.738405761748474,45.44393657686469
398.80977051250153,1.485191872950658,20.742130836370954,35.9189741293211
472.7745237038851,1.326954905295156,21.736822360417584,45.99936908107155
452.67230769244196,0.9303475416651438,24.9087894836866,48.74413281740933
319.0549904649883,0.856454997920344,18.63319092459359,34.09816804152969
464.84340576040256,1.3139354225650526,12.551606055911275,39.2895493219826
89.82162592336377,0.8212090484332975,15.675518115974489,10.013666563169389
138.19228808861533,1.2686204650187707,17.2616459279727,14.333889785838313
70.35228000974213,1.5521841931399663,22.918344826632023,2.9693923189467464
196.39864884346895,1.2603793423007033,21.41556609337824,25.487859953102358
224.9047803602669,1.1105359409652176,17.121934517956923,23.71164980518432
172.10706429825316,1.3146305747538825,29.730304975859593,21.669964268098273
422.9318791183682,1.1666023123932134,22.115496387137743,42.63499279632471
210.53899701211517,1.236493431452748,14.74453583471989,19.98886619995647
176.42052935932134,1.5531718470212201,12.035649452408075,8.870539845405983
294.21323742121183,1.1088821102406194,13.05718278368664,27.8873494403678
113.41590123864319,1.5689524510591315,14.919154567690162,10.093907071537416
410.98864133931784,1.5242805135648512,13.213627465191113,34.22219190429983
83.54778965589688,0.9566329078314372,13.731340481026116,11.039400964696851
494.0991214702328,0.8554890407001324,15.701903373876942,50.58864249530839
397.51014618349586,0.8806224011019413,13.467471905895096,40.84730477707991
139.4220566903776,0.8145774605212398,27.935308492528502,26.676531660318155
52.48495270562108,0.8755543686047428,11.604674913232845,4.290246188346084
416.95764280467534,1.3464054187330854,20.490227791405093,44.40891026736692
368.0858047314277,0.8569509187681832,18.20793653979323,42.044641588732134
378.0532256184443,1.055180504235009,29.64757233817213,43.84200912832185
397.0716560086756,1.4759002487755637,12.240778043361047,34.38156711535236
83.32009328034067,0.8186175485886608,17.95711198091483,14.432263634681014
211.30957784492267,1.4515747860711488,29.38940866550738,24.650384608826563
102.14107678630837,1.02548381981872,27.310142517879605,13.42292365996509
438.3965416440171,0.894531862097325,26.3414414189856,49.82171817707687
330.48415707240105,1.3573897322913204,15.158056540898796,28.84372991909065
198.90411118369212,1.303154277423907,13.417751747801317,15.812568804982897
78.60125762871064,1.5019776108216425,23.37286439848862,7.764170827357019
189.94204477204798,1.3880568350431086,28.587519782551716,21.986684349829865
196.33249491203617,1.442784744307879,21.135257860278596,15.216772772228165
378.32278025212884,1.0256276580570454,21.432253789397997,42.001268725239264
336.9008621098459,0.9419516350237783,15.599581873205683,36.40762901786974
449.24573415934697,1.4004918013126868,25.389858663838737,46.93318202796391
262.4967163228772,1.4454677914138112,13.740874971150468,22.936057072006466
103.81741067223577,1.5924041136005387,16.473584728084873,6.177528377157359
